timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
3086101118,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06449267,nan
3086300893,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06455857,nan
3086501069,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06446067,nan
3086700553,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06440684,nan
3086900303,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06436768,nan
3087100198,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06424798,nan
3087299952,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06425767,nan
3087499816,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0642738,nan
3087699660,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064249285,nan
3087899500,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064285986,nan
3088099325,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06438933,nan
3088298969,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064356886,nan
3088498819,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06435204,nan
3088698712,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06447747,nan
3088898595,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06446453,nan
3089098335,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06447743,nan
3089298185,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0645853,nan
3089498009,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064494655,nan
3089697738,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06425666,nan
3089897675,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064346895,nan
3090097334,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0643305,nan
3090297274,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06433195,nan
3090496896,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.064420484,nan
3090696649,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0643908,nan
3090896568,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06427694,nan
3091096407,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0641556,nan
3091296182,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06401508,nan
3091495917,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06393824,nan
3091695702,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06404797,nan
3091895668,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06414924,nan
3092095781,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06381208,nan
3092295305,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06331395,nan
3092494941,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06311118,nan
3092694878,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06302147,nan
3092894659,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06304965,nan
3093094401,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06314303,nan
3093294279,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06301435,nan
3093494154,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06311153,nan
3093693995,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06314752,nan
3093893785,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.063082844,nan
3094093496,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06316835,nan
3094293285,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0632649,nan
3094493231,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06317589,nan
3094702819,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.063243926,nan
3094902792,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.063362814,nan
3095102680,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0631245,nan
3095302251,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06309298,nan
3095502052,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06309736,nan
3095702049,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06294171,nan
3095901732,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06292595,nan
3096101515,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06295352,nan
3096301277,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06297754,nan
3096501447,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06304884,nan
3096701150,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06308951,nan
3096900711,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.063027956,nan
3097100621,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.063013665,nan
3097300501,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.063033246,nan
3097500256,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0629521,nan
3097700038,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06295155,nan
3097899754,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06300738,nan
3098099715,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.06292371,nan
