timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
3065694646,0.008353113,0,0,0,0,0,0,0,0,0
3066204438,0.008229744,0,0,0,0,0,0,0,0,0
3066715492,0.008368711,0,0,0,0,0,0,0,0,0
3067225529,0.007969175,0,0,0,0,0,0,0,0,0
3067728157,0.006351882,0,0,0,0,0,0,0,0,0
3068238740,0.0063714385,0,0,0,0,0,0,0,0,0
3068749290,0.006235821,0,0,0,0,0,0,0,0,0
3069259288,0.006645791,0,0,0,0,0,0,0,0,0
3069759377,0.007614219,0,0,0,0,0,0,0,0,0
3070261288,0.0076520354,0,0,0,0,0,0,0,0,0
3070771293,0.0068042786,0,0,0,0,0,0,0,0,0
3071281718,0.0068851295,0,0,0,0,0,0,0,0,0
3071792291,0.0071861693,0,0,0,0,0,0,0,0,0
