timestamp,time_estimate,safe_time_estimate,valid
3116302462,0.0,0.0,0
3117321868,0.0,0.0,0
3118340710,0.0,0.0,0
3119359758,0.0,0.0,0
3120387731,0.0,0.0,0
3121406785,0.0,0.0,0
3122425969,0.0,0.0,0
3123436063,0.0,0.0,0
3124463765,0.0,0.0,0
3125482819,0.0,0.0,0
3126503331,0.0,0.0,0
3127511053,0.0,0.0,0
3128540949,0.0,0.0,0
3129548996,0.0,0.0,0
3130568068,0.0,0.0,0
3131587244,0.0,0.0,0
3132606266,0.0,0.0,0
3133625730,0.0,0.0,0
3134655557,0.0,0.0,0
3135663231,0.0,0.0,0
3136682225,0.0,0.0,0
3137702409,0.0,0.0,0
3138721647,0.0,0.0,0
3139740401,0.0,0.0,0
3140759509,0.0,0.0,0
3141778584,0.0,0.0,0
3142797516,0.0,0.0,0
3143816583,0.0,0.0,0
3144824496,0.0,0.0,0
3145834616,0.0,0.0,0
3146853911,0.0,0.0,0
3147871641,0.0,0.0,0
3148890624,0.0,0.0,0
3149909680,0.0,0.0,0
3150929286,0.0,0.0,0
3151938817,0.0,0.0,0
3152966779,0.0,0.0,0
3153977624,0.0,0.0,0
3154996120,0.0,0.0,0
3156004167,0.0,0.0,0
3157014049,0.0,0.0,0
3158032068,0.0,0.0,0
3159051036,0.0,0.0,0
3160061388,0.0,0.0,0
3161080193,0.0,0.0,0
3162108315,0.0,0.0,0
3163118255,0.0,0.0,0
3164137556,0.0,0.0,0
3165145448,0.0,0.0,0
3166156125,0.0,0.0,0
3167174505,0.0,0.0,0
3168193498,0.0,0.0,0
3169202744,0.0,0.0,0
3170221571,0.0,0.0,0
3171229612,0.0,0.0,0
3172239776,0.0,0.0,0
3173267703,0.0,0.0,0
3174286870,0.0,0.0,0
3175305976,0.0,0.0,0
3176316333,0.0,0.0,0
3177334821,0.0,0.0,0
3178362926,0.0,0.0,0
3179382936,0.0,0.0,0
3180430989,0.0,0.0,0
3181450138,0.0,0.0,0
3182460085,0.0,0.0,0
3183479197,0.0,0.0,0
3184498299,0.0,0.0,0
3185506662,0.0,0.0,0
3186556492,0.0,0.0,0
3187575640,0.0,0.0,0
3188583170,0.0,0.0,0
3189603163,0.0,0.0,0
3190611403,0.0,0.0,0
3191630661,0.0,0.0,0
3192660589,0.0,0.0,0
3193668967,0.0,0.0,0
3194687558,0.0,0.0,0
3195706575,0.0,0.0,0
3196717037,0.0,0.0,0
3197744914,0.0,0.0,0
3198763871,0.0,0.0,0
3199813941,0.0,0.0,0
3200831895,0.0,0.0,0
3201851051,0.0,0.0,0
3202881114,0.0,0.0,0
3203893614,0.0,0.0,0
3204908075,0.0,0.0,0
3205927253,0.0,0.0,0
3206946906,0.0,0.0,0
3207965473,0.0,0.0,0
3208979459,0.0,0.0,0
3209994749,0.0,0.0,0
3211013456,0.0,0.0,0
3212031958,0.0,0.0,0
3213061626,0.0,0.0,0
3214080521,0.0,0.0,0
3215099622,0.0,0.0,0
3216118965,0.0,0.0,0
3217137671,0.0,0.0,0
3218166166,0.0,0.0,0
3219185166,0.0,0.0,0
3220203653,0.0,0.0,0
3221234086,0.0,0.0,0
3222251868,0.0,0.0,0
3223261852,0.0,0.0,0
3224281021,0.0,0.0,0
3225288935,0.0,0.0,0
3226307868,0.0,0.0,0
3227327294,0.0,0.0,0
3228339450,0.0,0.0,0
3229349747,0.0,0.0,0
3230364259,0.0,0.0,0
3231383223,0.0,0.0,0
3232393665,0.0,0.0,0
3233404655,0.0,0.0,0
3234421685,0.0,0.0,0
3235429556,0.0,0.0,0
3236448783,0.0,0.0,0
3237479159,0.0,0.0,0
3238497648,0.0,0.0,0
3239506047,0.0,0.0,0
3240516098,0.0,0.0,0
3241535119,0.0,0.0,0
3242563292,0.0,0.0,0
3243583439,0.0,0.0,0
3244602359,0.0,0.0,0
3245610039,0.0,0.0,0
3246629662,0.0,0.0,0
3247648223,0.0,0.0,0
3248660441,0.0,0.0,0
3249671345,0.0,0.0,0
3250676846,0.0,0.0,0
3251695567,0.0,0.0,0
3252714639,0.0,0.0,0
3253733860,0.0,0.0,0
3254751433,0.0,0.0,0
3255761831,0.0,0.0,0
3256780876,0.0,0.0,0
3257800080,0.0,0.0,0
3258819099,0.0,0.0,0
3259837976,0.0,0.0,0
3260846145,0.0,0.0,0
3261860664,0.0,0.0,0
3262875215,0.0,0.0,0
3263894363,0.0,0.0,0
3264912073,0.0,0.0,0
3265942582,0.0,0.0,0
3266954819,0.0,0.0,0
3267969733,0.0,0.0,0
3268988330,0.0,0.0,0
3270018667,0.0,0.0,0
3271030468,0.0,0.0,0
3272036668,0.0,0.0,0
3273055677,0.0,0.0,0
3274074751,0.0,0.0,0
3275082521,0.0,0.0,0
3276111549,0.0,0.0,0
3277122065,0.0,0.0,0
3278129728,0.0,0.0,0
3279148831,0.0,0.0,0
3280158948,0.0,0.0,0
3281178093,0.0,0.0,0
3282205949,0.0,0.0,0
3283222406,0.0,0.0,0
3284235351,0.0,0.0,0
3285256561,0.0,0.0,0
3286266715,0.0,0.0,0
3287282258,0.0,0.0,0
3288301473,0.0,0.0,0
3289320969,0.0,0.0,0
3290341411,0.0,0.0,0
3291351898,0.0,0.0,0
3292357788,0.0,0.0,0
3293376846,0.0,0.0,0
3294384458,0.0,0.0,0
3295414662,0.0,0.0,0
3296422700,0.0,0.0,0
3297431610,0.0,0.0,0
3298438407,0.0,0.0,0
3299460830,0.0,0.0,0
3300479682,0.0,0.0,0
3301481445,0.0,0.0,0
3302497880,0.0,0.0,0
3303517645,0.0,0.0,0
3304536163,0.0,0.0,0
3305554986,0.0,0.0,0
3306574049,0.0,0.0,0
3307583423,0.0,0.0,0
3308602489,0.0,0.0,0
3309621073,0.0,0.0,0
3310640353,0.0,0.0,0
3311668312,0.0,0.0,0
3312687166,0.0,0.0,0
3313706448,0.0,0.0,0
3314736429,0.0,0.0,0
3315755427,0.0,0.0,0
3316774590,0.0,0.0,0
3317793367,0.0,0.0,0
3318802401,0.0,0.0,0
3319830536,0.0,0.0,0
3320849602,0.0,0.0,0
3321868356,0.0,0.0,0
3322898672,0.0,0.0,0
3323917872,0.0,0.0,0
3324936653,0.0,0.0,0
3325944688,0.0,0.0,0
3326963631,0.0,0.0,0
3327973831,0.0,0.0,0
3328991833,0.0,0.0,0
3330010631,0.0,0.0,0
3331026893,0.0,0.0,0
3332039778,0.0,0.0,0
3333067638,0.0,0.0,0
3334086718,0.0,0.0,0
3335096949,0.0,0.0,0
3336104742,0.0,0.0,0
3337135601,0.0,0.0,0
3338146345,0.0,0.0,0
3339162921,0.0,0.0,0
3340181920,0.0,0.0,0
3341200893,0.0,0.0,0
3342220126,0.0,0.0,0
3343247998,0.0,0.0,0
3344267315,0.0,0.0,0
3345286087,0.0,0.0,0
3346304952,0.0,0.0,0
3347323890,0.0,0.0,0
3348342925,0.0,0.0,0
3349362792,0.0,0.0,0
3350381971,0.0,0.0,0
3351389865,0.0,0.0,0
3352419832,0.0,0.0,0
3353427946,0.0,0.0,0
3354442493,0.0,0.0,0
3355452910,0.0,0.0,0
3356465137,0.0,0.0,0
3357484136,0.0,0.0,0
3358494320,0.0,0.0,0
3359523305,0.0,0.0,0
3360542201,0.0,0.0,0
3361560983,0.0,0.0,0
3362580094,0.0,0.0,0
3363607904,0.0,0.0,0
3364627009,0.0,0.0,0
3365646376,0.0,0.0,0
3366664997,0.0,0.0,0
3367683956,0.0,0.0,0
3368714185,0.0,0.0,0
3369723053,0.0,0.0,0
3370735724,0.0,0.0,0
3371750246,0.0,0.0,0
3372768976,0.0,0.0,0
3373788170,0.0,0.0,0
3374817989,0.0,0.0,0
3375830584,0.0,0.0,0
3376842364,0.0,0.0,0
3377855696,0.0,0.0,0
3378874203,0.0,0.0,0
3379885776,0.0,0.0,0
3380895658,0.0,0.0,0
3381907346,0.0,0.0,0
3382919933,0.0,0.0,0
3383939051,0.0,0.0,0
3384967371,0.0,0.0,0
3385981415,0.0,0.0,0
3386996196,0.0,0.0,0
3388003886,0.0,0.0,0
3389022912,0.0,0.0,0
3390043118,0.0,0.0,0
3391062016,0.0,0.0,0
3392080816,0.0,0.0,0
3393099765,0.0,0.0,0
3394119210,0.0,0.0,0
3395137993,0.0,0.0,0
3396146051,0.0,0.0,0
3397164962,0.0,0.0,0
3398183969,0.0,0.0,0
3399213869,0.0,0.0,0
3400231784,0.0,0.0,0
3401250900,0.0,0.0,0
3402260870,0.0,0.0,0
3403269599,0.0,0.0,0
3404298813,0.0,0.0,0
3405311371,0.0,0.0,0
3406322700,0.0,0.0,0
3407324636,0.0,0.0,0
3408354884,0.0,0.0,0
3409373776,0.0,0.0,0
3410382719,0.0,0.0,0
3411401645,0.0,0.0,0
3412421053,0.0,0.0,0
3413439648,0.0,0.0,0
3414458638,0.0,0.0,0
3415466594,0.0,0.0,0
3416485798,0.0,0.0,0
3417495749,0.0,0.0,0
3418510431,0.0,0.0,0
3419522677,0.0,0.0,0
3420531539,0.0,0.0,0
3421561845,0.0,0.0,0
3422569513,0.0,0.0,0
3423588457,0.0,0.0,0
3424606432,0.0,0.0,0
3425606552,0.0,0.0,0
3426636721,0.0,0.0,0
3427655637,0.0,0.0,0
3428663668,0.0,0.0,0
3429682397,0.0,0.0,0
3430711933,0.0,0.0,0
3431730573,0.0,0.0,0
3432749581,0.0,0.0,0
3433768443,0.0,0.0,0
3434798490,0.0,0.0,0
3435808404,0.0,0.0,0
3436819905,0.0,0.0,0
3437831382,0.0,0.0,0
3438843294,0.0,0.0,0
3439873592,0.0,0.0,0
3440882335,0.0,0.0,0
