timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
3112844341,3670026,3670026,0,0,0,0,0,0,0,0,800.762,800.762,4003.81,8007.62,0.02401864,0.0069357166,2.4963723e-10,0.17485653,-0.1958799,-9.840083,0.008070013,-0.0024304516,-0.004847587,0.002013143,0.0010942111,0.0015034594,1.8394747e-05,5.5222205e-05,5.8118585e-06,36.36405,36.36405
3113888188,3670026,3670026,0,0,0,0,0,0,0,0,800.76215,800.76215,4003.8108,8007.6216,0.022906365,0.0069109304,2.7631786e-10,0.19096608,-0.19176985,-9.835836,0.008212682,-0.002734813,-0.004966161,0.013590845,0.033946212,0.02487958,1.1897468e-05,0.00010104192,1.2711927e-05,36.373726,36.373726
3114937202,3670026,3670026,0,0,0,0,0,0,0,0,800.7619,800.7619,4003.8096,8007.619,0.023530532,0.0068313284,2.2960847e-10,0.1850946,-0.19070956,-9.84197,0.008079523,-0.0016600372,-0.005384024,0.00087934127,0.00036115551,0.0004765568,1.0226491e-05,5.464927e-05,5.366674e-06,36.381817,36.381817
3115876321,3670026,3670026,0,0,0,0,0,0,0,0,800.76184,800.76184,4003.8093,8007.6187,0.01980256,0.0068674944,2.351771e-10,0.1864285,-0.19648415,-9.837341,0.008336328,-0.002139406,-0.0050676153,0.00041723435,0.00040673127,0.0002573612,1.0403102e-05,5.003752e-05,6.481086e-06,36.387486,36.387486
3116925325,3670026,3670026,0,0,0,0,0,0,0,0,800.7617,800.7617,4003.8086,8007.617,0.021633811,0.0068359454,2.47195e-10,0.17391026,-0.19658107,-9.84018,0.008567136,-0.002507176,-0.0053650015,0.0010940217,0.00045230225,0.00025184214,1.0350192e-05,5.5837172e-05,7.1685363e-06,36.394234,36.394234
3117869388,3670026,3670026,0,0,0,0,0,0,0,0,800.76166,800.76166,4003.808,8007.616,0.023113983,0.006950397,2.3726074e-10,0.18332174,-0.19952822,-9.8401,0.00832111,-0.0026314568,-0.0049268478,0.00081525167,0.0005830214,0.00033380548,1.1027705e-05,5.4420285e-05,5.9010013e-06,36.40374,36.40374
3118908424,3670026,3670026,0,0,0,0,0,0,0,0,800.7616,800.7616,4003.808,8007.616,0.021978216,0.0067017335,2.6168048e-10,0.18897662,-0.19499633,-9.8443365,0.00830399,-0.0017392979,-0.0048697805,0.00093661406,0.00038307882,0.00034341888,1.0339194e-05,5.7170324e-05,6.4006354e-06,36.408287,36.408287
3119847503,3670026,3670026,0,0,0,0,0,0,0,0,800.76154,800.76154,4003.8076,8007.615,0.0639293,0.0073501673,2.597747e-10,0.1590206,-0.20593555,-9.8461485,0.008439684,-0.0027379831,-0.0051151714,0.0009864338,0.0028078384,0.0033513713,1.1325898e-05,7.112607e-05,6.414524e-06,36.420296,36.420296
3120891521,3670026,3670026,0,0,0,0,0,0,0,0,800.76154,800.76154,4003.8074,8007.6147,0.034904733,0.0071689733,2.5440125e-10,0.17988436,-0.19810879,-9.842113,0.008285602,-0.0027373491,-0.0050340085,0.048594784,0.0025790287,0.006686835,3.720269e-05,7.0164846e-05,1.0115577e-05,36.41918,36.41918
3121935534,3670026,3670026,0,0,0,0,0,0,0,0,800.76135,800.76135,4003.8066,8007.6133,0.02259068,0.007024562,2.3596655e-10,0.17865305,-0.19550937,-9.843071,0.008075719,-0.0022751004,-0.005028936,0.0026530763,0.0061695776,0.0006918223,8.967829e-06,5.1978335e-05,7.5300177e-06,36.421062,36.421062
3122874660,3670026,3670026,0,0,0,0,0,0,0,0,800.7613,800.7613,4003.8064,8007.613,0.021637376,0.006985323,2.519467e-10,0.17951952,-0.19416405,-9.84233,0.008157516,-0.002286514,-0.005002938,0.00065384456,0.00037910702,0.00027292455,1.1362614e-05,5.4340144e-05,5.821449e-06,36.425365,36.425365
3123923627,3670026,3670026,0,0,0,0,0,0,0,0,800.76117,800.76117,4003.806,8007.612,0.05026308,0.0070809694,2.5454858e-10,0.17520997,-0.19631884,-9.844199,0.0083141355,-0.003465914,-0.004844417,0.0026669828,0.0004926295,0.0010069389,1.1462907e-05,7.138159e-05,5.3263207e-06,36.435806,36.435806
3124862845,3670026,3670026,0,0,0,0,0,0,0,0,800.7611,800.7611,4003.8057,8007.6113,0.10111742,0.007869821,2.7233382e-10,0.17056407,-0.19207768,-9.844627,0.00827926,-0.0019295235,-0.0053859265,0.03830201,0.0048515024,0.007664934,1.6320399e-05,9.068813e-05,1.3164324e-05,36.447517,36.447517
