timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
3163007267,3163006175,0,nan,nan,0.00015170916,0.00017642803,3.384724,-0.8960409,-0.12411072,0.0,0.0008119917,0.00078202895,-0.0044063996,-0.018262714,-0.35385558,-0.015222848,-0.0014915153,0.02701231,0.0021875734,-0.0015885656,-0.07180753,2.4454362,nan,0.10256052,0.011105853,0.2663573,0.035799854,0.06770857,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163106821,3163106082,0,nan,nan,0.00020530772,0.0002079425,3.3837142,-0.8960409,-0.12411072,0.0,0.0011315465,0.0005226715,-0.003988314,-0.016994018,-0.35385558,-0.015222848,-0.0014915153,-0.006649563,0.0022703267,0.010876011,-0.07178764,2.4454362,nan,0.10120821,0.013808688,0.2676177,0.04066219,0.0697297,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163206884,3163205987,0,nan,nan,0.0002839578,0.00022905861,3.3825464,-0.8960409,-0.12411072,0.0,0.00092053314,0.0004283679,-0.0039514825,-0.016381128,-0.35385558,-0.015222848,-0.0014915153,-0.021370513,-0.007219604,-0.009314348,-0.07169529,2.4454362,nan,0.100786924,0.010910408,0.2690079,0.035591263,0.071754664,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163306743,3163305893,0,nan,nan,0.00031212872,0.0002430387,3.3821433,-0.8960409,-0.12411072,0.0,0.0006387644,0.00063981663,-0.0038324636,-0.015007305,-0.35385558,-0.015222848,-0.0014915153,0.012807494,0.001030201,0.020043476,-0.07169562,2.4454362,nan,0.101826906,0.013508292,0.26746938,0.040184624,0.06952677,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163406707,3163405799,0,nan,nan,0.0003295975,0.00026920185,3.380849,-0.8960409,-0.12411072,0.0,0.001017533,0.00081165956,-0.0039593796,-0.014901236,-0.35385558,-0.015222848,-0.0014915153,0.005968008,0.010831591,-0.008273952,-0.07172391,2.4454362,nan,0.09987807,0.016787663,0.26884294,0.044877466,0.07155058,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163506582,3163505705,0,nan,nan,0.00034002747,0.0003220157,3.3801026,-0.8960409,-0.12411072,0.0,0.0013880162,0.001386519,-0.0035413823,-0.013750437,-0.35385558,-0.015222848,-0.0014915153,0.017229961,0.0320351,-0.011329584,-0.07177034,2.4454362,nan,0.10168362,0.013214302,0.26731813,0.03970624,0.069322884,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163606554,3163605611,0,nan,nan,0.00032836798,0.00038855066,3.378962,-0.8960409,-0.12411072,0.0,0.00035164293,0.0014018997,-0.003075444,-0.013028255,-0.35385558,-0.015222848,-0.0014915153,-0.011475107,0.01603669,0.009551728,-0.071747735,2.4454362,nan,0.10029006,0.016432984,0.26867852,0.044414017,0.071346395,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163706511,3163705516,0,nan,nan,0.00026136902,0.00044198032,3.377948,-0.8960409,-0.12411072,0.0,-0.00015937627,0.0012038462,-0.003233425,-0.012825305,-0.35385558,-0.015222848,-0.0014915153,-0.060960088,-0.024075205,0.008062881,-0.07177987,2.4454362,nan,0.10030055,0.012926847,0.26716903,0.039224476,0.06911942,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163806274,3163805422,0,nan,nan,0.0001552003,0.0004832214,3.3762858,-0.8960409,-0.12411072,0.0,-0.00010310275,0.0011770437,-0.0038189548,-0.013749098,-0.35385558,-0.015222848,-0.0014915153,-0.006429531,-0.0017356576,-0.0048775603,-0.071853966,2.4454362,nan,0.098801374,0.0160841,0.26851642,0.043949433,0.07114265,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3163906139,3163905328,0,nan,nan,6.6357774e-05,0.00047239722,3.3749228,-0.8960409,-0.12411072,0.0,-0.00019257827,0.0011226586,-0.003906776,-0.013819224,-0.35385558,-0.015222848,-0.0014915153,0.034247763,0.01498971,-0.013869717,-0.0719331,2.4454362,nan,0.10021615,0.012646038,0.26702213,0.03874339,0.068916276,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
3164006054,3164005234,0,nan,nan,-2.2340724e-05,0.00047664053,3.3733714,-0.8960409,-0.12411072,0.0,-0.0009104254,0.00093280274,-0.0035381124,-0.013613264,-0.35385558,-0.015222848,-0.0014915153,-0.010866362,0.0017849759,-0.00023269419,-0.072013795,2.4454362,nan,0.09903288,0.015741037,0.26835653,0.043485317,0.070939176,inf,inf,inf,inf,0,1,0,1,3,1,3,1,1,0,0,0,0,0,1
