timestamp,data_type
1701886842.1424897,Visual
1701886842.1758704,Visual
1701886842.2092502,Visual
1701886842.2426312,Visual
1701886842.276011,Visual
1701886842.309392,Visual
1701886842.3427722,Visual
1701886842.3761537,Visual
1701886842.409534,Visual
1701886842.4429152,Visual
1701886842.476296,Visual
1701886842.5096774,Visual
1701886842.5430584,Visual
1701886842.57644,Visual
1701886842.609821,Visual
1701886842.643203,Visual
1701886842.6765842,Visual
1701886842.709967,Visual
1701886842.7433298,Visual
1701886842.8099172,Visual
1701886842.8432107,Visual
1701886842.8765028,Visual
1701886842.9097953,Visual
1701886842.943086,Visual
1701886842.976378,Visual
1701886843.009668,Visual
1701886843.0429587,Visual
1701886843.076248,Visual
1701886843.1095378,Visual
1701886843.142826,Visual
1701886843.176115,Visual
1701886843.2094023,Visual
1701886843.24269,Visual
1701886843.275977,Visual
1701886843.3092637,Visual
1701886843.342549,Visual
1701886843.3758352,Visual
1701886843.4091196,Visual
1701886843.4424047,Visual
1701886843.4756885,Visual
1701886843.5089726,Visual
1701886843.5422554,Visual
1701886843.5755386,Visual
1701886843.6088204,Visual
1701886843.6421027,Visual
1701886843.6753836,Visual
1701886843.7086651,Visual
1701886843.741975,Visual
1701886843.7753112,Visual
1701886843.8086464,Visual
1701886843.8419828,Visual
1701886843.875318,Visual
1701886843.9086547,Visual
1701886843.94199,Visual
1701886843.975327,Visual
1701886844.0086627,Visual
1701886844.0419996,Visual
1701886844.0753355,Visual
1701886844.1086724,Visual
1701886844.1420083,Visual
1701886844.1753457,Visual
1701886844.2086818,Visual
1701886844.2420192,Visual
1701886844.2753558,Visual
1701886844.3086932,Visual
1701886844.3420298,Visual
1701886844.3753674,Visual
1701886844.408704,Visual
1701886844.442042,Visual
1701886844.475379,Visual
1701886844.508717,Visual
1701886844.5420542,Visual
1701886844.5753922,Visual
1701886844.6087298,Visual
1701886844.642068,Visual
1701886844.6754055,Visual
1701886844.7420838,Visual
1701886844.775386,Visual
1701886844.8086867,Visual
1701886844.841988,Visual
1701886844.875288,Visual
1701886844.9085886,Visual
1701886844.9418876,Visual
1701886844.9751875,Visual
1701886845.0084858,Visual
1701886845.041785,Visual
1701886845.0750823,Visual
1701886845.1083806,Visual
1701886845.174975,Visual
1701886845.208271,Visual
1701886845.2415674,Visual
1701886845.2748628,Visual
1701886845.3081584,Visual
1701886845.3414528,Visual
1701886845.4080417,Visual
1701886845.4413357,Visual
1701886845.4746284,Visual
1701886845.507922,Visual
1701886845.5412138,Visual
1701886845.5745063,Visual
1701886845.607798,Visual
1701886845.6410897,Visual
1701886845.67438,Visual
1701886845.7076712,Visual
1701886845.774274,Visual
1701886845.8075757,Visual
1701886845.8741784,Visual
1701886845.9074798,Visual
1701886845.9407797,Visual
1701886845.9740803,Visual
1701886846.0073795,Visual
1701886846.0406797,Visual
1701886846.0739777,Visual
1701886846.107277,Visual
1701886846.1405745,Visual
1701886846.1738727,Visual
1701886846.2071698,Visual
1701886846.240467,Visual
1701886846.2737632,Visual
1701886846.3070598,Visual
1701886846.340355,Visual
1701886846.3736508,Visual
1701886846.4069452,Visual
1701886846.4402404,Visual
1701886846.473534,Visual
1701886846.5068283,Visual
1701886846.5401216,Visual
1701886846.573415,Visual
1701886846.606707,Visual
1701886846.64,Visual
1701886846.6732912,Visual
1701886846.7065833,Visual
1701886846.7398765,Visual
1701886846.7731788,Visual
1701886846.80648,Visual
1701886846.839782,Visual
1701886846.8730822,Visual
1701886846.9063833,Visual
1701886846.9396832,Visual
1701886847.0062823,Visual
1701886847.0395815,Visual
1701886847.0728796,Visual
1701886847.1061783,Visual
1701886847.1394756,Visual
1701886847.1727734,Visual
1701886847.2060702,Visual
1701886847.2393672,Visual
1701886847.2726629,Visual
1701886847.305959,Visual
1701886847.339254,Visual
1701886847.3725495,Visual
1701886847.4391384,Visual
1701886847.4724317,Visual
1701886847.5057256,Visual
1701886847.5390182,Visual
1701886847.5723112,Visual
1701886847.605603,Visual
1701886847.6388953,Visual
1701886847.6721864,Visual
1701886847.7054777,Visual
1701886847.7387683,Visual
1701886847.7720714,Visual
1701886847.8053725,Visual
1701886847.8386743,Visual
1701886847.8719754,Visual
1701886847.9052763,Visual
1701886847.9718766,Visual
1701886848.0051758,Visual
1701886848.0384753,Visual
1701886848.0717738,Visual
1701886848.1050725,Visual
1701886848.13837,Visual
1701886848.171668,Visual
1701886848.238262,Visual
1701886848.2715578,Visual
1701886848.3048544,Visual
1701886848.3381493,Visual
1701886848.3714452,Visual
1701886848.4047396,Visual
1701886848.4713278,Visual
1701886848.504622,Visual
1701886848.5379148,Visual
1701886848.571208,Visual
1701886848.6045,Visual
1701886848.6377926,Visual
1701886848.6710837,Visual
1701886848.7043755,Visual
1701886848.737667,Visual
1701886848.8042705,Visual
1701886848.837572,Visual
1701886848.8708718,Visual
1701886848.904173,Visual
1701886848.970772,Visual
1701886849.0040703,Visual
1701886849.1039655,Visual
1701886849.1372623,Visual
1701886849.17056,Visual
1701886849.2038562,Visual
1701886849.8032389,Visual
1701886849.836584,Visual
1701886849.8699276,Visual
1701886849.903273,Visual
1701886849.9366176,Visual
1701886849.9699633,Visual
1701886850.003308,Visual
1701886850.0699992,Visual
1701886850.1033454,Visual
1701886850.1366909,Visual
1701886850.1700375,Visual
1701886850.2033832,Visual
1701886850.2367303,Visual
1701886850.2700765,Visual
1701886850.33677,Visual
1701886850.4034643,Visual
1701886850.4368122,Visual
1701886850.5035076,Visual
1701886850.5368547,Visual
1701886850.5702033,Visual
1701886850.603551,Visual
1701886850.670248,Visual
1701886850.736945,Visual
1701886850.7702544,Visual
1701886850.8035626,Visual
1701886850.836872,Visual
1701886850.8701797,Visual
1701886850.936795,Visual
1701886851.003409,Visual
1701886851.036716,Visual
1701886851.0700216,Visual
1701886851.1033282,Visual
1701886851.169939,Visual
1701886851.2032433,Visual
1701886851.2365484,Visual
1701886851.2698522,Visual
1701886851.303156,Visual
1701886851.3364592,Visual
1701886851.369763,Visual
1701886851.4030654,Visual
1701886851.4363685,Visual
1701886851.46967,Visual
1701886851.5362737,Visual
1701886851.5695753,Visual
1701886851.6028757,Visual
1701886851.6361766,Visual
1701886851.6694765,Visual
1701886851.702777,Visual
1701886851.736076,Visual
1701886851.7693868,Visual
1701886851.802696,Visual
1701886851.836006,Visual
1701886851.8693144,Visual
1701886851.902624,Visual
1701886851.935932,Visual
1701886851.9692404,Visual
1701886852.0358558,Visual
1701886852.0691624,Visual
1701886852.1024697,Visual
1701886852.202388,Visual
1701886852.2356942,Visual
1701886852.2689989,Visual
1701886852.3356082,Visual
1701886852.3689132,Visual
1701886852.4022164,Visual
1701886852.4355204,Visual
1701886852.4688234,Visual
1701886852.5354292,Visual
1701886852.568732,Visual
1701886852.6020334,Visual
1701886852.6353357,Visual
1701886852.6686366,Visual
1701886852.701938,Visual
1701886852.7352388,Visual
1701886852.768593,Visual
1701886852.8019464,Visual
1701886852.8686545,Visual
1701886852.9020095,Visual
1701886852.9353638,Visual
1701886852.9687192,Visual
1701886853.002074,Visual
1701886853.03543,Visual
1701886853.0687852,Visual
1701886853.135497,Visual
1701886853.1688542,Visual
1701886853.2022104,Visual
